listing_id,listed,available,unit,house,street,suburb,city,price,bedrooms,bathrooms,href,photo
1380521237,2017/07/26,2017/08/20,,17B,ROBIESON,Roseneath,Wellington,950,2,1,http://www.trademe.co.nz/property/residential-property-to-rent/auction-1380521237.htm,https://trademe.tmcdn.co.nz/photoserver/med/621844121.jpg
1379985360,2017/07/26,2017/08/17,S101A,28,TORRENS TCE,Wellington Central,Wellington,350,1,1,http://www.trademe.co.nz/property/residential-property-to-rent/auction-1379985360.htm,https://trademe.tmcdn.co.nz/photoserver/med/621575085.jpg
1375496197,2017/07/20,2017/08/25,T,72-82,TARANAKI STREET,Te Aro,Wellington,460,2,1,http://www.trademe.co.nz/property/residential-property-to-rent/auction-1375496197.htm,https://trademe.tmcdn.co.nz/photoserver/med/619317417.jpg
1380747707,2017/07/27,2017/07/29,18,35,TORRENS TCE,Te Aro,Wellington,675,3,1,http://www.trademe.co.nz/property/residential-property-to-rent/auction-1380747707.htm,https://trademe.tmcdn.co.nz/photoserver/med/621935479.jpg
1381021249,2017/07/27,2017/08/01,6,25,TENNYSON STREET,Wellington Central,Wellington,650,2,2,http://www.trademe.co.nz/property/residential-property-to-rent/auction-1381021249.htm,https://trademe.tmcdn.co.nz/photoserver/med/622118195.jpg
1380240787,2017/07/26,2017/07/31,,61A,CUNLIFFE STREET,Churton Park,Wellington,400,2,1,http://www.trademe.co.nz/property/residential-property-to-rent/auction-1380240787.htm,https://trademe.tmcdn.co.nz/photoserver/med/621733910.jpg
1380133834,2017/07/26,2017/07/29,,408B,BROADWAY AVE,Miramar,Wellington,460,2,1,http://www.trademe.co.nz/property/residential-property-to-rent/auction-1380133834.htm,https://trademe.tmcdn.co.nz/photoserver/med/621661194.jpg
1376314935,2017/07/21,2017/08/18,U,72-82,TARANAKI STREET,Te Aro,Wellington,500,2,1,http://www.trademe.co.nz/property/residential-property-to-rent/auction-1376314935.htm,https://trademe.tmcdn.co.nz/photoserver/med/619632954.jpg
1376596801,2017/07/21,2017/07/29,,21A,MATAI ROAD,Hataitai,Wellington,450,2,1,http://www.trademe.co.nz/property/residential-property-to-rent/auction-1376596801.htm,https://trademe.tmcdn.co.nz/photoserver/med/619792253.jpg
1380760637,2017/07/27,2017/07/28,,15,NETHER GREEN CRESCENT,Johnsonville,Wellington,825,4,2,http://www.trademe.co.nz/property/residential-property-to-rent/auction-1380760637.htm,https://trademe.tmcdn.co.nz/photoserver/med/621942578.jpg
1376422665,2017/07/21,2017/07/29,,41,DRESS CIRCLE,Newlands,Wellington,750,4,2,http://www.trademe.co.nz/property/residential-property-to-rent/auction-1376422665.htm,https://trademe.tmcdn.co.nz/photoserver/med/619691317.jpg
1380872540,2017/07/27,2017/08/05,3B,49,MANNERS ST,Te Aro,Wellington,380,1,1,http://www.trademe.co.nz/property/residential-property-to-rent/auction-1380872540.htm,
1380123011,2017/07/26,2017/09/20,,4,RANGIORA AVENUE,Wellington Central,Wellington,1595,4,4,http://www.trademe.co.nz/property/residential-property-to-rent/auction-1380123011.htm,https://trademe.tmcdn.co.nz/photoserver/med/621653924.jpg
1381560098,2017/07/28,2017/08/19,GF,63,FROBISHER ST,Island Bay,Wellington,240,1,1,http://www.trademe.co.nz/property/residential-property-to-rent/auction-1381560098.htm,https://trademe.tmcdn.co.nz/photoserver/med/622437316.jpg
1378408015,2017/07/24,2017/08/24,,101B,GRAFTON RD,Roseneath,Wellington,370,1,1,http://www.trademe.co.nz/property/residential-property-to-rent/auction-1378408015.htm,https://trademe.tmcdn.co.nz/photoserver/med/620871901.jpg
1379422519,2017/07/25,2017/07/29,613,5,AITKEN STREET,Wellington Central,Wellington,300,1,1,http://www.trademe.co.nz/property/residential-property-to-rent/auction-1379422519.htm,https://trademe.tmcdn.co.nz/photoserver/med/621338839.jpg
1380974947,2017/07/27,2017/08/27,,11B,BALMORAL TERRACE,Newtown,Wellington,500,2,1,http://www.trademe.co.nz/property/residential-property-to-rent/auction-1380974947.htm,https://trademe.tmcdn.co.nz/photoserver/med/622089136.jpg
1375618459,2017/07/20,2017/07/20,,12,TRALEE PLACE,Johnsonville,Wellington,520,3,1,http://www.trademe.co.nz/property/residential-property-to-rent/auction-1375618459.htm,https://trademe.tmcdn.co.nz/photoserver/med/619384784.jpg
